web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time
"1543366637-562","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/eagles-wings-one","https://d2g8igdw686xgo.cloudfront.net/33259232_1537930135319294_r.jpeg","goal","$700,000","2 months","Campaign created 2 months ago"
"1543366568-535","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computers-for-the-children-of-nepal","https://d2g8igdw686xgo.cloudfront.net/30880464_1530026326645537_r.jpeg","goal","$5,000","5 months","Campaign created 5 months ago"
"1543380953-799","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/life-amp-legacy-of-joey-prior","https://d2g8igdw686xgo.cloudfront.net/34034006_1540576859911600_r.jpeg","of $6,000 goal","$355","7","Raised by 7 people in 1 month"
"1543373264-678","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computer-build-to-extend-learning","https://d2g8igdw686xgo.cloudfront.net/16814576_1481936897.8487.jpg","of $600 goal","$545","6","Raised by 6 people in 23 months"
"1543366265-444","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/dahliaindia","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/6043360_1442499946.9175.jpg","of $1,100 goal","$1,105","15","Raised by 15 people in 38 months"
"1543365643-292","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ErikSchumann","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3004825_1421361831.5615.jpg","of $25,000 goal","$2,750","57","Raised by 57 people in 47 months"
"1543366057-396","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hzuvk-education-expenses","https://d2g8igdw686xgo.cloudfront.net/30523572_1528713610592219_r.jpeg","goal","$8,000","5 months","Campaign created 5 months ago"
"1543366546-527","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/AFRINENA","https://d2g8igdw686xgo.cloudfront.net/16235538_1530823482323504_r.jpg","of $5,000 goal","$1,631","27","Raised by 27 people in 21 months"
"1543366445-493","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ymhqfs-lets-create-some-jobs","https://d2g8igdw686xgo.cloudfront.net/20827914_1496283123.5366.jpg","goal","$1.5M","18 months","Campaign created 18 months ago"
"1543365766-320","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computer-for-shakir-mcintosh","https://d2g8igdw686xgo.cloudfront.net/27094194_15163916180_r.jpeg","of $1,000 goal","$850","31","Raised by 31 people in 10 months"
"1543382696-826","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/cpuclass","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/9984739_1460999302.458.png","of $400 goal","$400","11","Raised by 11 people in 32 months"
"1543375306-712","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hertiage3Dprinter","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/13122377_1469204521.797.png","of $3,000 goal","$3,000","54","Raised by 54 people in 28 months"
