web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time
"1543365697-303","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/mothers-unite-empowering-our-kids","https://d2g8igdw686xgo.cloudfront.net/33947638_1540289540229074_r.jpeg","of €3,000 goal","€775","11","Raised by 11 people in 1 month"
"1543375487-715","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/21t8ps","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/306872_1360638250.0649.jpg","of $1,748 goal","$1,822","53","Raised by 53 people in 70 months"
"1543382876-829","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/5l25yew","https://d2g8igdw686xgo.cloudfront.net/30092422_15270933410_r.jpg","of $10,000 goal","$17,310","223","Raised by 223 people in 6 months"
"1543370620-634","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/www-linkedin-com-feed","https://d2g8igdw686xgo.cloudfront.net/18851674_1489355479.9632.jpg","of $5,000 goal","$120","3","Raised by 3 people in 20 months"
"1543386300-879","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/3vbhr-stolen-macbook-pro","https://d2g8igdw686xgo.cloudfront.net/31598816_1532469971256415_r.jpeg","of $1,000 goal","$400","13","Raised by 13 people in 4 months"
"1543365747-314","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/it039s-my-turn-goes-to-africa","https://d2g8igdw686xgo.cloudfront.net/31075926_1532446443147764_r.jpeg","of $10,000 goal","$1,700","16","Raised by 16 people in 4 months"
"1543376208-727","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Farragut","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/9652259_1457376397.3798.jpg","of $5,000 goal","$7,637","44","Raised by 44 people in 33 months"
"1543385639-868","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/the-mind-body-and-soul-house","https://d2g8igdw686xgo.cloudfront.net/29252158_15241070810_r.jpeg","of $50,000 goal","$10","1","Raised by 1 person in 7 months"
"1543366337-466","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/summer-education-program","https://d2g8igdw686xgo.cloudfront.net/18811964_153801144955878_r.jpeg","of $5,300 goal","$130","2","Raised by 2 people in 20 months"
"1543366327-463","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/anthoni039s-education-fund","https://d2g8igdw686xgo.cloudfront.net/31816388_1533171156342692_r.jpeg","of $15,000 goal","$215","4","Raised by 4 people in 3 months"
"1543365492-248","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/qa3bbns","","of $150,000 goal","$17,020","17","Raised by 17 people in 44 months"
"1543365885-352","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/n6jpgd-my-education-living-expenses","https://d2g8igdw686xgo.cloudfront.net/25877618_fb_1512345910.6268_funds.jpg","goal","$5,000","11 months","Campaign created 11 months ago"
"1543368157-594","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/bringing-tech-into-the-classroom","https://d2g8igdw686xgo.cloudfront.net/23540742_1504309026.9098.jpg","of $500 goal","$500","3","Raised by 3 people in 15 months"
"1543366295-453","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2fhest9g","","of $2,500 goal","$250","1","Raised by 1 person in 28 months"
"1543383176-834","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/fundraising-for-business-venture","https://d2g8igdw686xgo.cloudfront.net/32494000_153544718735908_r.jpeg","goal","$6,000","3 months","Campaign created 3 months ago"
"1543366466-501","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/support-education-in-rural-peru","https://d2g8igdw686xgo.cloudfront.net/31070108_153073193545862_r.jpeg","of $3,000 goal","$1,103","28","Raised by 28 people in 4 months"
"1543373083-675","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/9z5x5t-help-children-cambodia","https://d2g8igdw686xgo.cloudfront.net/31192934_15311998120_r.jpeg","of €600 goal","€225","6","Raised by 6 people in 4 months"
"1543375847-721","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/community-multi-purpose-centre","https://d2g8igdw686xgo.cloudfront.net/32773690_1536330403913794_r.jpeg","of £20,000 goal","£550","18","Raised by 18 people in 2 months"
"1543369539-617","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/laptop-needed-for-art-and-school","https://d2g8igdw686xgo.cloudfront.net/22306686_1500232690.8914.jpg","of $1,500 goal","$1,425","9","Raised by 9 people in 16 months"
"1543383777-843","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/anova-cgiu","https://d2g8igdw686xgo.cloudfront.net/32055658_1537977696877787_r.jpg","of $1,500 goal","$280","10","Raised by 10 people in 2 months"
"1543378791-764","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/akroponglibraryproject","https://d2g8igdw686xgo.cloudfront.net/18554140_1489522285.6146.png","of $20,000 goal","$638","13","Raised by 13 people in 21 months"
"1543365780-324","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-courtney-return-to-vt","https://d2g8igdw686xgo.cloudfront.net/20984436_1497293520.1703.jpg","of $12,820 goal","$1,200","16","Raised by 16 people in 16 months"
"1543368337-597","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/schoolfeestz","https://d2g8igdw686xgo.cloudfront.net/16263422_1484248440.6977.jpg","of $7,000 goal","$1,320","9","Raised by 9 people in 24 months"
"1543380653-794","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/t-chevalier-continuing-education","https://d2g8igdw686xgo.cloudfront.net/33581078_1539028956729408_r.jpeg","goal","$10,000","1 month","Campaign created 1 month ago"
"1543366000-383","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/OVERFELT-TECH","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/9627973_1457393410.2239.jpg","of $10,000 goal","$50,334","179","Raised by 179 people in 33 months"
"1543373744-686","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/nepal-abroad","https://d2g8igdw686xgo.cloudfront.net/20671270_1501449487.8639.jpg","of $2,000 goal","$1,578","23","Raised by 23 people in 18 months"
"1543386059-875","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/michael-martey039s-education","https://d2g8igdw686xgo.cloudfront.net/33192724_1543209927540755_r.jpg","of $5,700 goal","$5,455","26","Raised by 26 people in 2 months"
"1543378430-758","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/green-space-in-the-classroom","https://d2g8igdw686xgo.cloudfront.net/31149244_1533238827562711_r.jpeg","of $400 goal","$215","6","Raised by 6 people in 4 months"
"1543368818-605","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/davidtojba","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3942260_1427735159.9658.jpg","of $2,500 goal","$675","3","Raised by 3 people in 44 months"
"1543367376-581","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computers-for-kids-with-spec-need","https://d2g8igdw686xgo.cloudfront.net/30009084_15267783550_r.jpeg","goal","$1,000","6 months","Campaign created 6 months ago"
"1543369419-615","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ejabrw","","of $80,000 goal","$300","2","Raised by 2 people in 51 months"
"1543366511-513","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/rh6jga-help-me-help-others","https://d2g8igdw686xgo.cloudfront.net/26572024_1514572744.0267.jpg","goal","$5,000","11 months","Campaign created 11 months ago"
"1543366225-434","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/fvmg6-my-college-education","https://d2g8igdw686xgo.cloudfront.net/34890968_1543341709542635_r.jpeg","goal","$2,500","4 hours","Campaign created 4 hours ago"
"1543370380-630","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/funda2t","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/305102_1360519823.4212.jpg","of $500 goal","$500","null","Goal Reached!"
"1543365848-343","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/intelwwtpuertorico","https://d2g8igdw686xgo.cloudfront.net/26893508_1515710149.0833.jpg","of $5,000 goal","$3,921","23","Raised by 23 people in 10 months"
"1543367556-584","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/used-laptop-and-pressing-bill","https://d2g8igdw686xgo.cloudfront.net/31179836_1531167429809546_r.jpeg","goal","$300","4 months","Campaign created 4 months ago"
"1543366221-433","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-with-education-costs-for-my-little-brother","https://d2g8igdw686xgo.cloudfront.net/34881416_1543318139714547_r.jpeg","goal","$50,000","12 hours","Campaign created 12 hours ago"
"1543366297-454","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/jackson-mpagama-computer-tech-shop","https://d2g8igdw686xgo.cloudfront.net/28792084_15234029910_r.jpeg","of $500 goal","$275","3","Raised by 3 people in 7 months"
"1543385158-860","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-imaginator","https://d2g8igdw686xgo.cloudfront.net/29770058_1525905014.9608.jpg","goal","$5,000","6 months","Campaign created 6 months ago"
"1543377049-741","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-build-our-community-library","","of $6,200 goal","$2,764","36","Raised by 36 people in 4 months"
"1543368037-592","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/technology-for-first-graders","https://d2g8igdw686xgo.cloudfront.net/32976046_1536963009945185_r.jpeg","of $2,100 goal","$75","2","Raised by 2 people in 2 months"
"1543365605-281","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-me-change-5-lives","https://d2g8igdw686xgo.cloudfront.net/27463730_15176394730_r.jpeg","of $20,500 goal","$1,115","15","Raised by 15 people in 9 months"
"1543365990-380","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/evascollegefund","https://d2g8igdw686xgo.cloudfront.net/22511880_1501087666.8028.jpg","of $1,500 goal","$730","20","Raised by 20 people in 16 months"
"1543366895-573","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/uzknd-help-a-hardworking-family","https://d2g8igdw686xgo.cloudfront.net/33092704_1537449335565496_r.jpeg","goal","$850","2 months","Campaign created 2 months ago"
"1543366591-545","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ending-children039s-illiteracy-in-egy","https://d2g8igdw686xgo.cloudfront.net/29126236_15236889090_r.jpeg","goal","$7,500","7 months","Campaign created 7 months ago"
"1543365860-346","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/iteastudentclinic","","of $8,000 goal","$4,372","46","Raised by 46 people in 15 months"
"1543365578-273","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/sytw47-toms-education-fund","https://d2g8igdw686xgo.cloudfront.net/25498420_1511135546.7181.jpg","of $2,000 goal","$320","5","Raised by 5 people in 12 months"
"1543379992-784","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/connectsehithwa","https://d2g8igdw686xgo.cloudfront.net/15579219_1480226423.2799.jpg","of $25,000 goal","$7,135","25","Raised by 25 people in 25 months"
"1543365511-254","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/videoequipmentforcampministry","https://d2g8igdw686xgo.cloudfront.net/28872750_15231485760_r.jpg","of $3,500 goal","$2,485","19","Raised by 19 people in 7 months"
"1543365454-238","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/semester-abroad-in-dublin","https://d2g8igdw686xgo.cloudfront.net/34501220_1542156876896560_r.jpeg","of $6,200 goal","$70","3","Raised by 3 people in 13 days"
"1543380232-787","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/beth-needs-for-medical-bills","https://d2g8igdw686xgo.cloudfront.net/19336636_fb_1518374603.0533_funds.jpg","goal","$9,000","9 months","Campaign created 9 months ago"
"1543365568-270","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/send-computers-to-senegal-schools","https://d2g8igdw686xgo.cloudfront.net/20770074_1496173518.9806.jpg","of $2,500 goal","$2,500","29","Raised by 29 people in 18 months"
"1543365628-287","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/LabKali2","","of £2,000 goal","£650","15","Raised by 15 people in 22 months"
"1543384497-850","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/w7eef2-examination-processing-fee","https://d2g8igdw686xgo.cloudfront.net/30035706_15268943170_r.jpeg","goal","$4,060","6 months","Campaign created 6 months ago"
"1543386600-884","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/thekindone","https://d2g8igdw686xgo.cloudfront.net/14831107_1494618300.5986.jpg","of $10,000 goal","$3,365","67","Raised by 67 people in 26 months"
"1543383356-837","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/new-computer-for-my-photography","https://d2g8igdw686xgo.cloudfront.net/27840912_1519011385.1159.jpg","goal","$1,000","9 months","Campaign created 9 months ago"
"1543382515-823","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/boca-community-education-program","https://d2g8igdw686xgo.cloudfront.net/31868996_1533339477256376_r.jpeg","of $5,000 goal","$200","2","Raised by 2 people in 3 months"
"1543365514-255","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/f7d55c4ag","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/5410262_1437756858.8271.jpg","of $1,500 goal","$1,670","39","Raised by 39 people in 40 months"
"1543374465-698","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/saidtuition","https://d2g8igdw686xgo.cloudfront.net/26097406_1513026162.1233.jpg","of $4,300 goal","$1,650","11","Raised by 11 people in 11 months"
"1543368097-593","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/wattba","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7689559_1450381485.6051.jpg","of $12,999 goal","$400","2","Raised by 2 people in 35 months"
"1543374766-703","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/helpimproveeducation","","of $40,000 goal","$5,228","14","Raised by 14 people in 12 months"
"1543366526-519","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/tga6n8-help-me-quit-smoking","https://d2g8igdw686xgo.cloudfront.net/27261238_15169371660_r.jpeg","goal","$4,000","10 months","Campaign created 10 months ago"
"1543367736-587","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/22qb258","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/11184859_1462462486.341.jpg","of $330 goal","$570","11","Raised by 11 people in 31 months"
"1543366593-546","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computer-lab-for-school-in-nepal","https://d2g8igdw686xgo.cloudfront.net/21861898_1498619511.0341.jpg","of $7,600 goal","$85","4","Raised by 4 people in 17 months"
"1543365776-323","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/rb52z-future-forward","https://d2g8igdw686xgo.cloudfront.net/32502640_1535477702515786_r.jpeg","of $700 goal","$355","5","Raised by 5 people in 3 months"
"1543365700-304","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/khcollege","","of $15,000 goal","$1,430","50","Raised by 50 people in 55 months"
"1543383116-833","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/zxqm9r-first-year-of-college","https://d2g8igdw686xgo.cloudfront.net/31273060_153146147688585_r.jpeg","goal","$2,000","4 months","Campaign created 4 months ago"
"1543366096-406","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/for-my-education-in-usa","https://d2g8igdw686xgo.cloudfront.net/34284728_1541849522415370_r.jpeg","goal","$1,800","20 days","Campaign created 20 days ago"
"1543377349-745","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/young-peoples-holistic-education","https://d2g8igdw686xgo.cloudfront.net/28341308_1520878117.3606.jpg","goal","$5,000","8 months","Campaign created 8 months ago"
"1543366601-549","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-justine-teach-in-indonesia","https://d2g8igdw686xgo.cloudfront.net/28839212_1525452622.6861.jpg","of $2,500 goal","$2,660","29","Raised by 29 people in 7 months"
"1543366609-552","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/helping-indigenous-guatemala","https://d2g8igdw686xgo.cloudfront.net/18992442_1490197035.9784.jpg","of $2,500 goal","$700","9","Raised by 9 people in 20 months"
"1543365802-330","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/my-study-abroad-trip-to-germany","https://d2g8igdw686xgo.cloudfront.net/16902498_1482294324.1478.jpg","of $1,040 goal","$1,040","12","Raised by 12 people in 23 months"
"1543365928-364","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/nicoles-service-trip-to-haiti","","of $1,200 goal","$1,225","22","Raised by 22 people in 10 months"
"1543371581-650","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/paulotieno","https://d2g8igdw686xgo.cloudfront.net/22482630_1514896696.7204.jpg","of $4,000 goal","$125","3","Raised by 3 people in 16 months"
"1543371641-651","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/q9fyzjc4","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7778561_1451322932.1824.jpg","of $190,000 goal","$1,060","12","Raised by 12 people in 35 months"
"1543365641-291","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/hmong-laos-student-of-luang-prabang","https://d2g8igdw686xgo.cloudfront.net/32657490_1536080026986503_r.jpeg","of $5,000 goal","$365","6","Raised by 6 people in 2 months"
"1543369959-624","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/wlef-tech-campaign","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7894857_1451409920.2653.jpg","of $80,000 goal","$800","6","Raised by 6 people in 35 months"
"1543365840-341","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/larry-ledgard-memorial-college-fund","https://d2g8igdw686xgo.cloudfront.net/32293610_1534782597259658_r.jpeg","of $13,000 goal","$12,260","64","Raised by 64 people in 3 months"
"1543366579-540","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/srpy2u-help-children-with-special-needs","https://d2g8igdw686xgo.cloudfront.net/31307820_1531567860714395_r.jpeg","goal","$5,000","4 months","Campaign created 4 months ago"
"1543366112-411","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/jg8hw-need-money-for-college-education","https://d2g8igdw686xgo.cloudfront.net/31004498_1530521579649567_r.jpeg","goal","$28,300","4 months","Campaign created 4 months ago"
"1543369659-619","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/a2cqu-teacher-needs-technology","","of $1,000 goal","$110","2","Raised by 2 people in 3 months"
"1543365562-268","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/jeffery-ikeaka-community-centre","https://d2g8igdw686xgo.cloudfront.net/31144684_1531863166247242_r.jpeg","of $10,000 goal","$4,262","29","Raised by 29 people in 4 months"
"1543371401-647","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/7drxuk","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1104955_1394261288.4012.jpg","of $5,000 goal","$270","5","Raised by 5 people in 57 months"
"1543365957-371","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/tools-for-school-adjuntas-pr","https://d2g8igdw686xgo.cloudfront.net/28345908_fb_1520888550.9465_funds.jpg","of $5,000 goal","$440","15","Raised by 15 people in 8 months"
"1543368457-599","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/mkcode","","of $10,000 goal","$1,370","11","Raised by 11 people in 6 months"
"1543376989-740","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/st-benedict-rc","https://d2g8igdw686xgo.cloudfront.net/30526948_1528731175755994_r.jpeg","of $1,000 goal","$730","15","Raised by 15 people in 5 months"
"1543381194-803","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/stephandelias","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4351075_1446272475.9644.jpg","of $5,000 goal","$3,100","25","Raised by 25 people in 43 months"
"1543366586-543","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/educatinfund","https://d2g8igdw686xgo.cloudfront.net/28773838_15225063820_r.jpeg","goal","$2,968","8 months","Campaign created 8 months ago"
"1543366460-499","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/buildstronggirls","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/1151137_1395358943.634.jpg","of $5,000 goal","$4,930","70","Raised by 70 people in 57 months"
"1543366256-442","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/jeffs-college-education","https://d2g8igdw686xgo.cloudfront.net/25617532_15115888710_r.jpg","of $90,000 goal","$200","2","Raised by 2 people in 12 months"
"1543373204-677","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/apple-mac-computer-for-my-career","https://d2g8igdw686xgo.cloudfront.net/30793408_1529699393434345_r.jpeg","of £1,500 goal","£45","3","Raised by 3 people in 5 months"
"1543366185-431","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ai-education-expedition-to-future","https://d2g8igdw686xgo.cloudfront.net/32564268_153564868549331_r.jpeg","goal","$150,000","2 months","Campaign created 2 months ago"
"1543380833-797","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/laptops-for-learning-students","https://d2g8igdw686xgo.cloudfront.net/18014398_1486320457.9763.jpg","of $1,300 goal","$225","2","Raised by 2 people in 22 months"
"1543365819-335","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/newdreamscambodiakids","https://d2g8igdw686xgo.cloudfront.net/28277792_1521579084.2211.jpg","of $20,000 goal","$8,854","63","Raised by 63 people in 8 months"
"1543365544-263","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/build-our-school-one-room-at-a-time","","of $14,000 goal","$718","11","Raised by 11 people in 3 months"
"1543379932-783","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/28u7398","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/12099043_1465611078.2188.jpg","of $7,000 goal","$2,205","20","Raised by 20 people in 30 months"
"1543369298-613","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/allourdreams","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/4168908_1428979068.2459.jpg","of $10,000 goal","$560","3","Raised by 3 people in 44 months"
"1543366416-490","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/fumba-runs-for-education","https://d2g8igdw686xgo.cloudfront.net/33931592_1540923170855614_r.jpeg","of $600 goal","$640","20","Raised by 20 people in 28 days"
"1543365812-333","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/solar-cells-in-sukuta-gambia","https://d2g8igdw686xgo.cloudfront.net/26067670_1513288149.4186.jpg","of kr86,000 goal","kr1,965","15","Raised by 15 people in 11 months"
"1543375727-719","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/GTA-STEM","","of $50,000 goal","$4,660","67","Raised by 67 people in 25 months"
"1543381434-807","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/6zrz2f-help-me-continue-my-education","https://d2g8igdw686xgo.cloudfront.net/31494834_1537200267893537_r.jpeg","goal","£10,000","4 months","Campaign created 4 months ago"
